date,channel,channel_type,campaign,campaign_objective,adgroup,ad_name,impressions,clicks,spend_krw,signups,purchases_ch,revenue_krw_ch,clicks_af,installs,purchases_af,revenue_krw_af,creative_type,category,season,ab_flag,version,is_test,exclude_from_insight,roas,cpi_krw,ctr,cvr,cpc_krw,cpm_krw
2025-01-01,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,67730,1743,337507,191,71,3891289,1603,164,51,3056453,VID,적립혜택,겨울,A,v1,False,False,9.055969209527479,2057.9695121825735,0.025734534179831303,0.09409064830746179,193.63568559942993,4983.1241694964565
2025-01-01,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,89174,2429,478313,220,66,3643008,2171,182,48,2791439,IMG,적립혜택,겨울,B,v1,False,False,5.836009056830975,2628.0934065789666,0.027238881288267573,0.07492795389045907,196.91766158905025,5363.816807589596
2025-01-01,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,51053,1376,250347,153,72,3639127,1212,129,52,2721286,CRS,할인쿠폰,겨울,N,v1,False,False,10.870056361769821,1940.6744185896073,0.026952382817855426,0.09374999999993187,181.93822674405382,4903.668736411085
2025-01-01,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,66218,1118,275075,91,24,979712,964,72,18,801478,VID,플러스멤버십,겨울,A,v1,False,False,2.913670817049885,3820.4861110580487,0.016883626808420416,0.06440071556344866,246.04203935577277,4154.081971669272
2025-01-01,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,59715,1068,299375,56,11,486377,1027,42,7,396012,IMG,적립혜택,겨울,B,v1,False,False,1.3227958246346512,7127.976190306477,0.017884953529263704,0.039325842696592395,280.31367041172257,5013.3969689356945
2025-01-01,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,50039,702,189131,61,13,729543,646,43,11,653353,CRS,플러스멤버십,겨울,N,v1,False,False,3.4544997911500315,4398.395348734922,0.014029057335278204,0.061253561253474,269.4173789169951,3779.671855952282
2025-01-01,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,67273,1520,321956,93,23,1001188,1371,66,17,928016,VID,플러스멤버십,겨울,A,v1,False,False,2.8824311396588267,4878.121212047301,0.022594502995257792,0.04342105263155038,211.81315789459748,4785.813030487643
2025-01-01,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,45103,950,186023,69,21,1308093,876,59,14,1023332,IMG,할인쿠폰,겨울,B,v1,False,False,5.5011047021067,3152.932203336391,0.021062900472251934,0.06210526315782936,195.8136842103202,4124.404141631286
2025-01-01,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,67264,1268,287277,112,20,1048405,1160,99,14,966381,CRS,특가,겨울,N,v1,False,False,3.3639344604684562,2901.787878758568,0.018851094196003525,0.07807570977911824,226.55914826480554,4270.887844909546
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11782,223,51366,13,5,288940,215,9,4,245619,IMG,배송혜택,겨울,A,v1,False,False,4.781742787057494,5707.333332699185,0.01892717704973528,0.04035874439443785,230.34080717385498,4359.701239178037
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,14986,368,63515,25,10,778240,324,19,8,609361,VID,적립혜택,겨울,B,v1,False,False,9.593969928363228,3342.894736666163,0.024556252502333873,0.0516304347824684,172.59510869518317,4238.289069798196
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,14012,377,48788,20,12,1046746,324,14,8,958803,CRS,신상품,겨울,N,v1,False,False,19.652435025005747,3484.8571426082244,0.026905509563229596,0.03713527851449036,129.4111405832111,3481.872680559272
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,32248,926,128373,41,24,1857574,860,37,19,1340505,IMG,배송혜택,겨울,A,v1,False,False,10.442265897034341,3469.5405404467697,0.028714959067228086,0.039956803455680395,138.63174945989348,3980.8050111633597
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,31244,643,139801,45,17,979852,555,36,12,829948,VID,적립혜택,겨울,B,v1,False,False,5.936638507592893,3883.3611110032402,0.020579951350658668,0.05598755832028618,217.41990668706467,4474.491102291497
2025-01-01,meta,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,29677,570,131336,27,13,1094330,547,19,10,851501,CRS,신상품,겨울,N,v1,False,False,6.483378510080965,6912.421052267768,0.019206793139467628,0.03333333333327485,230.41403508731506,4425.51470835986
2025-01-01,naver,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7898,1239,66649,254,152,11152589,1122,178,105,10098137,TXT,플러스멤버십,겨울,A,v1,False,False,151.51220573451735,374.4325842675594,0.15687515826789605,0.14366424535904465,53.79257465693802,8438.718662951578
2025-01-01,naver,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,19567,1628,177486,266,80,4284064,1449,238,68,3858860,TXT,할인쿠폰,겨울,A,v1,False,False,21.74177118195226,745.739495795186,0.08320130832523723,0.1461916461915564,109.02088452081756,9070.680226912194
2025-01-01,naver,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,19519,1306,140507,155,69,5313564,1179,129,49,4863372,TXT,플러스멤버십,겨울,B,v1,False,False,34.61302283871954,1089.2015503791536,0.06690916542855337,0.09877488514540676,107.58575803973386,7198.473282442379
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,8226,618,73989,72,36,3650648,551,65,30,3290889,IMG,배송혜택,겨울,A,v1,False,False,44.47808458013969,1138.2923076747954,0.07512764405542485,0.1051779935273379,119.72330097068006,8994.529540480306
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,8008,402,71428,29,24,2560870,353,25,18,2007952,VID,적립혜택,겨울,B,v1,False,False,28.111552892422743,2857.119999885715,0.05019980019979393,0.062189054726213465,177.681592039359,8919.580419579304
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,7946,388,51456,30,18,1925152,378,22,14,1547692,CRS,신상품,겨울,N,v1,False,False,30.0779695273626,2338.909090802777,0.04882959979863468,0.05670103092768892,132.61855670068914,6475.7110495838815
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,14497,866,136352,63,56,4322631,844,47,39,3506770,IMG,배송혜택,겨울,A,v1,False,False,25.718507979347386,2901.106382916998,0.05973649720631442,0.0542725173209535,157.45034642014153,9405.532179070884
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,12792,664,106684,64,41,3873020,586,54,27,3541376,VID,적립혜택,겨울,B,v1,False,False,33.19500581155531,1975.629629593044,0.05190744215134053,0.0813253012046968,160.66867469855322,8339.89993746026
2025-01-01,naver,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,11509,761,100983,80,51,3696320,712,61,38,3319602,CRS,신상품,겨울,N,v1,False,False,32.87287959359463,1655.459016366304,0.06612216526196314,0.08015768725350833,132.6977660970661,8774.263619775065
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,77814,1883,395328,208,52,2710786,1631,164,46,2337339,VID,플러스멤버십,겨울,A,v1,False,False,5.912404383195711,2410.5365853511553,0.024198730305600224,0.08709506107270999,209.94583112044083,5080.422546071335
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,85365,2510,432125,302,57,2957737,2273,249,46,2418386,IMG,플러스멤버십,겨울,B,v1,False,False,5.596496384148092,1735.4417670613036,0.02940315117436854,0.09920318725095649,172.1613545816047,5062.086335149006
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,66364,1511,361087,219,69,3357989,1301,178,56,2654119,CRS,플러스멤버십,겨울,N,v1,False,False,7.350358777801452,2028.5786516739968,0.022768368392501615,0.11780277961607029,238.97220383835938,5441.007172563355
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,81884,2591,481490,253,55,2456943,2284,203,47,1806575,IMG,적립혜택,겨울,N,v2,False,False,3.752050925252853,2371.871921170582,0.03164232328660017,0.07834812813582465,185.83172520255275,5880.147525768088
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,65220,1933,314866,252,67,3397541,1807,176,56,2995644,VID,플러스멤버십,겨울,A,v1,False,False,9.514028189769586,1789.011363626199,0.029638147807420582,0.09105018106565388,162.88980858760326,4827.75222324433
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,52521,1379,251415,205,55,2495955,1216,181,42,2217150,IMG,플러스멤버십,겨울,B,v1,False,False,8.818686235904744,1389.0331491635966,0.026256164200985775,0.13125453226966552,182.31689630153568,4786.942365910687
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,75662,2689,432030,399,133,8092775,2537,323,114,6757896,CRS,플러스멤버십,겨울,N,v1,False,False,15.642191514478126,1337.5541795624224,0.035539636805793716,0.12011900334692446,160.66567497204883,5709.999735666442
2025-01-02,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,85134,2683,463494,268,61,3753677,2547,218,49,2919104,IMG,적립혜택,겨울,N,v2,False,False,6.29804053558405,2126.119266045293,0.03151502337491447,0.08125232948189294,172.752143123305,5444.287828599556
2025-01-02,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,30792,939,153891,90,41,1960016,826,76,34,1437648,VID,할인쿠폰,겨울,A,v1,False,False,9.341988810261748,2024.8815789207251,0.03049493374902473,0.08093716719906184,163.88817891356348,4997.759158222752
2025-01-02,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,38963,1398,207077,124,53,3650802,1294,105,46,3215534,IMG,할인쿠폰,겨울,B,v1,False,False,15.528204484322183,1972.1619047431222,0.0358801940302329,0.07510729613728533,148.1237482116251,5314.708826322272
2025-01-02,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,38289,942,198102,117,63,4423818,852,101,50,3745571,CRS,특가,겨울,N,v1,False,False,18.907285135939976,1961.4059405746395,0.02460236621483913,0.10721868365169085,210.2993630571016,5173.8619446837165
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,57222,1189,306643,76,26,1792545,1073,55,20,1338675,VID,적립혜택,겨울,A,v1,False,False,4.365581474222453,5575.327272625904,0.02077872147076263,0.04625735912527649,257.8999158954938,5358.830519730081
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,73793,1321,388656,123,34,2306668,1146,98,23,1844438,IMG,적립혜택,겨울,B,v1,False,False,4.745682557325747,3965.8775509799398,0.017901426964616995,0.07418622255861151,294.2134746402012,5266.841028281743
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,56855,1273,345377,106,47,3457588,1123,76,32,2881132,CRS,할인쿠폰,겨울,N,v1,False,False,8.341991504935162,4544.43421046652,0.0223902910913724,0.05970149253726653,271.30950510583557,6074.698795180616
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,89371,2033,521061,213,90,6409399,1979,158,61,4819869,VID,적립혜택,겨울,A,v1,False,False,9.250105074070005,3297.8544303588747,0.022747871233397603,0.07771765863252449,256.30152484001167,5830.31408398691
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,53331,1468,300826,109,47,3365137,1279,90,39,2503836,IMG,적립혜택,겨울,B,v1,False,False,8.32320344651058,3342.511111073972,0.02752620427143636,0.061307901907315186,204.9223433241111,5640.734282124738
2025-01-02,google,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,81921,2619,379935,168,58,3995605,2552,132,48,2940602,CRS,할인쿠폰,겨울,N,v1,False,False,7.7397502204324224,2878.2954545236494,0.03196982458710182,0.050400916380278576,145.0687285222814,4637.821803933
2025-01-02,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,58504,1020,206589,83,22,1103726,883,76,18,875158,VID,플러스멤버십,겨울,A,v1,False,False,4.236227485490494,2718.276315753707,0.01743470531929411,0.07450980392149557,202.5382352939191,3531.1944482427953
2025-01-02,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,50243,750,211524,47,12,662749,647,42,9,592516,IMG,적립혜택,겨울,B,v1,False,False,2.8011762258656097,5036.285714165803,0.014927452580458673,0.05599999999992533,282.03199999962396,4210.019306171921
2025-01-02,meta,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,59030,919,271112,82,15,823604,845,66,11,719430,CRS,플러스멤버십,겨울,N,v1,False,False,2.6536265454867265,4107.7575756953365,0.01556835507369108,0.07181719260057473,295.0076169746518,4592.783330509833
2025-01-02,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,45204,985,214973,57,17,752296,896,47,12,546187,VID,플러스멤버십,겨울,A,v1,False,False,2.540723718792581,4573.89361692396,0.0217901070701703,0.047715736040560695,218.24670050739263,4755.618971772305
2025-01-02,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,63555,925,236193,83,18,1071498,870,63,12,984806,IMG,할인쿠폰,겨울,B,v1,False,False,4.169496979165326,3749.095238035729,0.014554323027298961,0.06810810810803448,255.34378378350775,3716.3559122019715
2025-01-02,meta,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,39446,803,164916,71,19,1024131,733,62,13,785032,CRS,특가,겨울,N,v1,False,False,4.760193067986098,2659.9354838280656,0.020356943669826592,0.07721046077200845,205.3748443334927,4180.804137301521
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,17562,363,76167,20,10,680569,343,15,8,528728,IMG,배송혜택,겨울,A,v1,False,False,6.941693909435753,5077.79999966148,0.020669627605055193,0.041322314049472945,209.8264462804137,4337.034506320218
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,13400,242,49359,10,5,396847,211,7,3,346115,VID,적립혜택,겨울,B,v1,False,False,7.012196357300452,7051.285713278387,0.018059701492535964,0.02892561983459122,203.96280991651255,3683.507462686292
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,20253,480,77679,20,8,491227,419,14,6,381980,CRS,신상품,겨울,N,v1,False,False,4.9174165475868,5548.499999603679,0.023700192564063412,0.029166666666605903,161.83124999966284,3835.431787883087
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,33720,814,152808,35,21,1475324,784,28,16,1198698,IMG,배송혜택,겨울,A,v1,False,False,7.844471493639026,5457.428571233663,0.02413997627520688,0.03439803439799214,187.7248157245851,4531.672597864635
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,21278,363,105134,20,11,739461,312,16,7,555580,VID,적립혜택,겨울,B,v1,False,False,5.284494074229029,6570.87499958932,0.01705987404831201,0.04407713498610447,289.6253443518192,4940.971895854641
2025-01-02,meta,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,27239,562,137006,24,13,963719,535,17,10,785053,CRS,신상품,겨울,N,v1,False,False,5.730062916952501,8059.1764701141665,0.020632181798156297,0.030249110320230876,243.7829181490324,5029.773486544842
2025-01-02,naver,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,10863,1783,103938,377,212,15973863,1687,342,153,12209067,TXT,플러스멤버십,겨울,A,v1,False,False,117.46490215320559,303.9122807008658,0.16413513762310925,0.19181155356130578,58.29388670776316,9568.07511737001
2025-01-02,naver,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,17266,1110,120106,129,34,2161230,1029,98,24,1876943,TXT,할인쿠폰,겨울,A,v1,False,False,15.627387474397485,1225.5714285589227,0.06428819645545787,0.08828828828820875,108.20360360350612,6956.214525656958
2025-01-02,naver,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,17668,1391,151938,272,122,8415169,1301,246,94,7021264,TXT,플러스멤버십,겨울,B,v1,False,False,46.211375692716466,617.6341463389527,0.07872990717681239,0.17685118619685344,109.22933141616878,8599.615123386426
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,7347,535,66455,38,21,1738597,506,31,15,1297192,IMG,배송혜택,겨울,A,v1,False,False,19.51985554134347,2143.709677350203,0.07281883762078768,0.05794392523353655,124.21495327079586,9045.188512316721
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,7514,492,70756,47,32,2333797,420,37,24,1803038,VID,적립혜택,겨울,B,v1,False,False,25.482474984453255,1912.32432427264,0.06547777482032666,0.07520325203236747,143.813008129789,9416.55576257527
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5094,380,46228,38,33,3723107,356,28,22,3271927,CRS,신상품,겨울,N,v1,False,False,70.77803495716729,1650.9999999410356,0.07459756576362885,0.07368421052612188,121.65263157862724,9074.990184529039
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,11050,705,103112,54,39,3782596,644,38,29,2988231,IMG,배송혜택,겨울,A,v1,False,False,28.980438746217423,2713.4736841391195,0.06380090497736979,0.053900709219781705,146.25815602816135,9331.40271493128
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,12398,880,92432,94,57,6296299,841,77,44,4949197,VID,적립혜택,겨울,B,v1,False,False,53.54419465120247,1200.4155843999945,0.07097919019196072,0.08749999999990057,105.03636363624427,7455.396031617402
2025-01-02,naver,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,10057,754,77372,73,66,6466842,694,57,47,5147435,CRS,신상품,겨울,N,v1,False,False,66.5283952851152,1357.4035087481159,0.07497265586158149,0.07559681697602706,102.61538461524852,7693.347916873054
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,79328,2345,481678,225,62,4309682,2126,192,43,3983701,VID,플러스멤버십,겨울,A,v1,False,False,8.270464916396413,2508.7395833202672,0.029560810810810436,0.08187633262256637,205.40639658839854,6071.979628882537
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,73240,1699,347775,204,56,2607542,1663,183,43,1941752,IMG,플러스멤버십,겨울,B,v1,False,False,5.583357055567521,1900.409836055189,0.02319770617149067,0.10771041789281477,204.69393761023855,4748.429819770552
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,82450,2265,492765,266,62,4151204,2213,200,49,3323259,CRS,플러스멤버십,겨울,N,v1,False,False,6.744105202276934,2463.824999987681,0.02747119466343205,0.08830022075051289,217.55629139063242,5976.531231049048
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,86152,2380,545731,339,79,5192288,2151,306,62,4633158,IMG,적립혜택,겨울,N,v2,False,False,8.489820076191368,1783.4346405170477,0.027625591976970613,0.12857142857137455,229.29873949570197,6334.513418144601
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,59792,1445,340292,219,58,2789009,1329,169,46,2326369,VID,플러스멤버십,겨울,A,v1,False,False,6.836390511678186,2013.5621301656004,0.024167112657211266,0.11695501730095713,235.49619377146334,5691.263045223346
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,66907,1643,322160,215,60,3025378,1562,152,50,2626324,IMG,플러스멤버십,겨울,B,v1,False,False,8.15223491432826,2119.473684196583,0.0245564739115485,0.09251369446129488,196.08034083980763,4815.041774403204
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,81595,2090,478156,291,101,5819775,1786,235,81,5253144,CRS,플러스멤버십,겨울,N,v1,False,False,10.986255531667467,2034.706382970065,0.025614314602610138,0.11244019138750601,228.78277511950776,5860.113977572083
2025-01-03,google,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,84185,2232,467824,254,77,4256129,2087,186,60,3930674,IMG,적립혜택,겨울,N,v2,False,False,8.40203580833816,2515.182795685402,0.026513036764268853,0.083333333333296,209.59856630814983,5557.094494268509
2025-01-03,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,37254,1454,217177,190,103,6966086,1307,146,86,6126494,VID,할인쿠폰,겨울,A,v1,False,False,28.20968150402654,1487.5136986199486,0.03902936597412254,0.10041265474546052,149.36519944969095,5829.629033123804
2025-01-03,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,50466,1274,229647,148,83,5928624,1206,117,58,5057632,IMG,할인쿠폰,겨울,B,v1,False,False,22.02350564126672,1962.7948717780957,0.02524471921689801,0.09183673469380546,180.25667189938756,4550.52906907612
2025-01-03,google,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,50471,1706,299132,228,74,4876151,1515,178,52,4054738,CRS,특가,겨울,N,v1,False,False,13.55501250284151,1680.5168539231433,0.03380158903132425,0.10433763188739488,175.34114888618092,5926.8094549344
